bus_code,hour,scen,powerSupply2Nivel
29,19,8,0.0
29,19,9,0.0
29,19,10,0.0
29,20,1,0.0
29,20,2,0.0
29,20,3,0.0
29,20,4,0.0
29,20,5,0.0
29,20,6,0.0
29,20,7,0.0
29,20,8,0.0
29,20,9,0.0
29,20,10,0.0
29,21,1,0.0
29,21,2,0.0
29,21,3,0.0
29,21,4,0.0
29,21,5,0.0
29,21,6,0.0
29,21,7,0.0
29,21,8,0.0
29,21,9,0.0
29,21,10,0.0
29,22,1,0.0
29,22,2,0.0
29,22,3,0.0
29,22,4,0.0
29,22,5,0.0
29,22,6,0.0
29,22,7,0.0
29,22,8,0.0
29,22,9,0.0
29,22,10,0.0
29,23,1,0.0
29,23,2,0.0
29,23,3,0.0
29,23,4,0.0
29,23,5,0.0
29,23,6,0.0
29,23,7,0.0
29,23,8,0.0
29,23,9,0.0
29,23,10,0.0
29,24,1,0.0
29,24,2,0.0
29,24,3,0.0
29,24,4,0.0
29,24,5,0.0
29,24,6,0.0
29,24,7,0.0
29,24,8,0.0
29,24,9,0.0
29,24,10,0.0
30,1,1,0.0
30,1,2,0.0
30,1,3,0.0
30,1,4,0.0
30,1,5,0.0
30,1,6,0.0
30,1,7,0.0
30,1,8,0.0
30,1,9,0.0
30,1,10,0.0
30,2,1,0.0
30,2,2,0.0
30,2,3,0.0
30,2,4,0.0
30,2,5,0.0
30,2,6,0.0
30,2,7,0.0
30,2,8,0.0
30,2,9,0.0
30,2,10,0.0
30,3,1,0.0
30,3,2,0.0
30,3,3,0.0
30,3,4,0.0
30,3,5,0.0
30,3,6,0.0
30,3,7,0.0
30,3,8,0.0
30,3,9,0.0
30,3,10,0.0
30,4,1,0.0
30,4,2,0.0
30,4,3,0.0
30,4,4,0.0
30,4,5,0.0
30,4,6,0.0
30,4,7,0.0
30,4,8,0.0
30,4,9,0.0
30,4,10,0.0
30,5,1,0.0
30,5,2,0.0
30,5,3,0.0
30,5,4,0.0
30,5,5,0.0
30,5,6,0.0
30,5,7,0.0
30,5,8,0.0
30,5,9,0.0
30,5,10,0.0
30,6,1,0.0
30,6,2,0.0
30,6,3,0.0
30,6,4,0.0
30,6,5,0.0
30,6,6,0.0
30,6,7,0.0
30,6,8,0.0
30,6,9,0.0
30,6,10,0.0
30,7,1,0.0
30,7,2,0.0
30,7,3,0.0
30,7,4,0.0
30,7,5,0.0
30,7,6,0.0
30,7,7,0.0
30,7,8,0.0
30,7,9,0.0
30,7,10,0.0
30,8,1,0.0
30,8,2,0.0
30,8,3,0.0
30,8,4,0.0
30,8,5,0.0
30,8,6,0.0
30,8,7,0.0
30,8,8,0.0
30,8,9,0.0
30,8,10,0.0
30,9,1,0.0
30,9,2,0.0
30,9,3,0.0
30,9,4,0.0
30,9,5,0.0
30,9,6,0.0
30,9,7,0.0
30,9,8,0.0
30,9,9,0.0
30,9,10,0.0
30,10,1,0.0
30,10,2,0.0
30,10,3,0.0
30,10,4,0.0
30,10,5,0.0
30,10,6,0.0
30,10,7,0.0
30,10,8,0.0
30,10,9,0.0
30,10,10,0.0
30,11,1,0.0
30,11,2,0.0
30,11,3,0.0
30,11,4,0.0
30,11,5,0.0
30,11,6,0.0
30,11,7,0.0
30,11,8,0.0
30,11,9,0.0
30,11,10,0.0
30,12,1,0.0
30,12,2,0.0
30,12,3,0.0
30,12,4,0.0
30,12,5,0.0
30,12,6,0.0
30,12,7,0.0
30,12,8,0.0
30,12,9,0.0
30,12,10,0.0
30,13,1,0.0
30,13,2,0.0
30,13,3,0.0
30,13,4,0.0
30,13,5,0.0
30,13,6,0.0
30,13,7,0.0
30,13,8,0.0
30,13,9,0.0
30,13,10,0.0
30,14,1,0.0
30,14,2,0.0
30,14,3,0.0
30,14,4,0.0
30,14,5,0.0
30,14,6,0.0
30,14,7,0.0
30,14,8,0.0
30,14,9,0.0
30,14,10,0.0
30,15,1,0.0
30,15,2,0.0
30,15,3,0.0
30,15,4,0.0
30,15,5,0.0
30,15,6,0.0
30,15,7,0.0
30,15,8,0.0
30,15,9,0.0
30,15,10,0.0
30,16,1,0.0
30,16,2,0.0
30,16,3,0.0
30,16,4,0.0
30,16,5,0.0
30,16,6,0.0
30,16,7,0.0
30,16,8,0.0
30,16,9,0.0
30,16,10,0.0
30,17,1,0.0
30,17,2,0.0
30,17,3,0.0
30,17,4,0.0
30,17,5,0.0
30,17,6,0.0
30,17,7,0.0
30,17,8,0.0
30,17,9,0.0
30,17,10,0.0
30,18,1,0.0
30,18,2,0.0
30,18,3,0.0
30,18,4,0.0
30,18,5,0.0
30,18,6,0.0
30,18,7,0.0
30,18,8,0.0
30,18,9,0.0
30,18,10,0.0
30,19,1,0.0
30,19,2,0.0
30,19,3,0.0
30,19,4,0.0
30,19,5,0.0
30,19,6,0.0
30,19,7,0.0
30,19,8,0.0
30,19,9,0.0
30,19,10,0.0
30,20,1,0.0
30,20,2,0.0
30,20,3,0.0
30,20,4,0.0
30,20,5,0.0
30,20,6,0.0
30,20,7,0.0
30,20,8,0.0
30,20,9,0.0
30,20,10,0.0
30,21,1,0.0
30,21,2,0.0
30,21,3,0.0
30,21,4,0.0
30,21,5,0.0
30,21,6,0.0
30,21,7,0.0
30,21,8,0.0
30,21,9,0.0
30,21,10,0.0
30,22,1,0.0
30,22,2,0.0
30,22,3,0.0
30,22,4,0.0
30,22,5,0.0
30,22,6,0.0
30,22,7,0.0
30,22,8,0.0
30,22,9,0.0
30,22,10,0.0
30,23,1,0.0
30,23,2,0.0
30,23,3,0.0
30,23,4,0.0
30,23,5,0.0
30,23,6,0.0
30,23,7,0.0
30,23,8,0.0
30,23,9,0.0
30,23,10,0.0
30,24,1,0.0
30,24,2,0.0
30,24,3,0.0
30,24,4,0.0
30,24,5,0.0
30,24,6,0.0
30,24,7,0.0
30,24,8,0.0
30,24,9,0.0
30,24,10,0.0
31,1,1,0.0
31,1,2,0.0
31,1,3,0.0
31,1,4,0.0
31,1,5,0.0
31,1,6,0.0
31,1,7,0.0
31,1,8,0.0
31,1,9,0.0
31,1,10,0.0
31,2,1,0.0
31,2,2,0.0
31,2,3,0.0
31,2,4,0.0
31,2,5,0.0
31,2,6,0.0
31,2,7,0.0
31,2,8,0.0
31,2,9,0.0
31,2,10,0.0
31,3,1,0.0
31,3,2,0.0
31,3,3,0.0
31,3,4,0.0
31,3,5,0.0
31,3,6,0.0
31,3,7,0.0
31,3,8,0.0
31,3,9,0.0
31,3,10,0.0
31,4,1,0.0
31,4,2,0.0
31,4,3,0.0
31,4,4,0.0
31,4,5,0.0
31,4,6,0.0
31,4,7,0.0
31,4,8,0.0
31,4,9,0.0
31,4,10,0.0
31,5,1,0.0
31,5,2,0.0
31,5,3,0.0
31,5,4,0.0
31,5,5,0.0
31,5,6,0.0
31,5,7,0.0
31,5,8,0.0
31,5,9,0.0
31,5,10,0.0
31,6,1,0.0
31,6,2,0.0
31,6,3,0.0
31,6,4,0.0
31,6,5,0.0
31,6,6,0.0
31,6,7,0.0
31,6,8,0.0
31,6,9,0.0
31,6,10,0.0
31,7,1,0.0
31,7,2,0.0
31,7,3,0.0
31,7,4,0.0
31,7,5,0.0
31,7,6,0.0
31,7,7,0.0
31,7,8,0.0
31,7,9,0.0
31,7,10,0.0
31,8,1,0.0
31,8,2,0.0
31,8,3,0.0
31,8,4,0.0
31,8,5,0.0
31,8,6,0.0
31,8,7,0.0
31,8,8,0.0
31,8,9,0.0
31,8,10,0.0
31,9,1,0.0
31,9,2,0.0
31,9,3,0.0
31,9,4,0.0
31,9,5,0.0
31,9,6,0.0
31,9,7,0.0
31,9,8,0.0
31,9,9,0.0
31,9,10,0.0
31,10,1,0.0
31,10,2,0.0
31,10,3,0.0
31,10,4,0.0
31,10,5,0.0
31,10,6,0.0
31,10,7,0.0
31,10,8,0.0
31,10,9,0.0
31,10,10,0.0
31,11,1,0.0
31,11,2,0.0
31,11,3,0.0
31,11,4,0.0
31,11,5,0.0
31,11,6,0.0
31,11,7,0.0
31,11,8,0.0
31,11,9,0.0
31,11,10,0.0
31,12,1,0.0
31,12,2,0.0
31,12,3,0.0
31,12,4,0.0
31,12,5,0.0
31,12,6,0.0
31,12,7,0.0
31,12,8,0.0
31,12,9,0.0
31,12,10,0.0
31,13,1,0.0
31,13,2,0.0
31,13,3,0.0
31,13,4,0.0
31,13,5,0.0
31,13,6,0.0
31,13,7,0.0
31,13,8,0.0
31,13,9,0.0
31,13,10,0.0
31,14,1,0.0
31,14,2,0.0
31,14,3,0.0
31,14,4,0.0
31,14,5,0.0
31,14,6,0.0
31,14,7,0.0
31,14,8,0.0
31,14,9,0.0
31,14,10,0.0
31,15,1,0.0
31,15,2,0.0
31,15,3,0.0
31,15,4,0.0
31,15,5,0.0
31,15,6,0.0
31,15,7,0.0
31,15,8,0.0
31,15,9,0.0
31,15,10,0.0
31,16,1,0.0
31,16,2,0.0
31,16,3,0.0
31,16,4,0.0
31,16,5,0.0
31,16,6,0.0
31,16,7,0.0
31,16,8,0.0
31,16,9,0.0
31,16,10,0.0
31,17,1,0.0
31,17,2,0.0
31,17,3,0.0
31,17,4,0.0
31,17,5,0.0
31,17,6,0.0
31,17,7,0.0
31,17,8,0.0
31,17,9,0.0
31,17,10,0.0
31,18,1,0.0
31,18,2,0.0
31,18,3,0.0
31,18,4,0.0
31,18,5,0.0
31,18,6,0.0
31,18,7,0.0
31,18,8,0.0
31,18,9,0.0
31,18,10,0.0
31,19,1,0.0
31,19,2,0.0
31,19,3,0.0
31,19,4,0.0
31,19,5,0.0
31,19,6,0.0
31,19,7,0.0
31,19,8,0.0
31,19,9,0.0
31,19,10,0.0
31,20,1,0.0
31,20,2,0.0
31,20,3,0.0
31,20,4,0.0
31,20,5,0.0
31,20,6,0.0
31,20,7,0.0
31,20,8,0.0
31,20,9,0.0
31,20,10,0.0
31,21,1,0.0
31,21,2,0.0
31,21,3,0.0
31,21,4,0.0
31,21,5,0.0
31,21,6,0.0
31,21,7,0.0
31,21,8,0.0
31,21,9,0.0
31,21,10,0.0
31,22,1,0.0
31,22,2,0.0
31,22,3,0.0
31,22,4,0.0
31,22,5,0.0
31,22,6,0.0
31,22,7,0.0
31,22,8,0.0
31,22,9,0.0
31,22,10,0.0
31,23,1,0.0
31,23,2,0.0
31,23,3,0.0
31,23,4,0.0
31,23,5,0.0
31,23,6,0.0
31,23,7,0.0
31,23,8,0.0
31,23,9,0.0
31,23,10,0.0
31,24,1,0.0
31,24,2,0.0
31,24,3,0.0
31,24,4,0.0
31,24,5,0.0
31,24,6,0.0
31,24,7,0.0
31,24,8,0.0
31,24,9,0.0
31,24,10,0.0
34,1,1,0.0
34,1,2,0.0
34,1,3,0.0
34,1,4,0.0
34,1,5,0.0
34,1,6,0.0
34,1,7,0.0
34,1,8,0.0
34,1,9,0.0
34,1,10,0.0
34,2,1,0.0
34,2,2,0.0
34,2,3,0.0
34,2,4,0.0
34,2,5,0.0
34,2,6,0.0
34,2,7,0.0
34,2,8,0.0
34,2,9,0.0
34,2,10,0.0
34,3,1,0.0
34,3,2,0.0
34,3,3,0.0
34,3,4,0.0
34,3,5,0.0
34,3,6,0.0
34,3,7,0.0
34,3,8,0.0
34,3,9,0.0
34,3,10,0.0
34,4,1,0.0
34,4,2,0.0
34,4,3,0.0
34,4,4,0.0
34,4,5,0.0
34,4,6,0.0
34,4,7,0.0
34,4,8,0.0
34,4,9,0.0
34,4,10,0.0
34,5,1,0.0
34,5,2,0.0
34,5,3,0.0
34,5,4,0.0
34,5,5,0.0
34,5,6,0.0
34,5,7,0.0
34,5,8,0.0
34,5,9,0.0
34,5,10,0.0
34,6,1,0.0
34,6,2,0.0
34,6,3,0.0
34,6,4,0.0
34,6,5,0.0
34,6,6,0.0
34,6,7,0.0
34,6,8,0.0
34,6,9,0.0
34,6,10,0.0
34,7,1,0.0
34,7,2,0.0
34,7,3,0.0
34,7,4,0.0
34,7,5,0.0
34,7,6,0.0
34,7,7,0.0
34,7,8,0.0
34,7,9,0.0
34,7,10,0.0
34,8,1,0.0
34,8,2,0.0
34,8,3,0.0
34,8,4,0.0
34,8,5,0.0
34,8,6,0.0
34,8,7,0.0
34,8,8,0.0
34,8,9,0.0
34,8,10,0.0
34,9,1,0.0
34,9,2,0.0
34,9,3,0.0
34,9,4,0.0
34,9,5,0.0
34,9,6,0.0
34,9,7,0.0
34,9,8,0.0
34,9,9,0.0
34,9,10,0.0
34,10,1,0.0
34,10,2,0.0
34,10,3,0.0
34,10,4,0.0
34,10,5,0.0
34,10,6,0.0
34,10,7,0.0
34,10,8,0.0
34,10,9,0.0
34,10,10,0.0
34,11,1,0.0
34,11,2,0.0
34,11,3,0.0
34,11,4,0.0
34,11,5,0.0
34,11,6,0.0
34,11,7,0.0
34,11,8,0.0
34,11,9,0.0
34,11,10,0.0
34,12,1,0.0
34,12,2,0.0
34,12,3,0.0
34,12,4,0.0
34,12,5,0.0
34,12,6,0.0
34,12,7,0.0
34,12,8,0.0
34,12,9,0.0
34,12,10,0.0
34,13,1,0.0
34,13,2,0.0
34,13,3,0.0
34,13,4,0.0
34,13,5,0.0
34,13,6,0.0
34,13,7,0.0
34,13,8,0.0
34,13,9,0.0
34,13,10,0.0
34,14,1,0.0
34,14,2,0.0
34,14,3,0.0
34,14,4,0.0
34,14,5,0.0
34,14,6,0.0
34,14,7,0.0
34,14,8,0.0
34,14,9,0.0
34,14,10,0.0
34,15,1,0.0
34,15,2,0.0
34,15,3,0.0
34,15,4,0.0
34,15,5,0.0
34,15,6,0.0
34,15,7,0.0
34,15,8,0.0
34,15,9,0.0
34,15,10,0.0
34,16,1,0.0
34,16,2,0.0
34,16,3,0.0
34,16,4,0.0
34,16,5,0.0
34,16,6,0.0
34,16,7,0.0
34,16,8,0.0
34,16,9,0.0
34,16,10,0.0
34,17,1,0.0
34,17,2,0.0
34,17,3,0.0
34,17,4,0.0
34,17,5,0.0
34,17,6,0.0
34,17,7,0.0
34,17,8,0.0
34,17,9,0.0
34,17,10,0.0
34,18,1,0.0
34,18,2,0.0
34,18,3,0.0
34,18,4,0.0
34,18,5,0.0
34,18,6,0.0
34,18,7,0.0
34,18,8,0.0
34,18,9,0.0
34,18,10,0.0
34,19,1,0.0
34,19,2,0.0
34,19,3,0.0
34,19,4,0.0
34,19,5,0.0
34,19,6,0.0
34,19,7,0.0
34,19,8,0.0
34,19,9,0.0
34,19,10,0.0
34,20,1,0.0
34,20,2,0.0
34,20,3,0.0
34,20,4,0.0
34,20,5,0.0
34,20,6,0.0
34,20,7,0.0
34,20,8,0.0
34,20,9,0.0
34,20,10,0.0
34,21,1,0.0
34,21,2,0.0
34,21,3,0.0
34,21,4,0.0
34,21,5,0.0
34,21,6,0.0
34,21,7,0.0
34,21,8,0.0
34,21,9,0.0
34,21,10,0.0
34,22,1,0.0
34,22,2,0.0
34,22,3,0.0
34,22,4,0.0
34,22,5,0.0
34,22,6,0.0
34,22,7,0.0
34,22,8,0.0
34,22,9,0.0
34,22,10,0.0
34,23,1,0.0
34,23,2,0.0
34,23,3,0.0
34,23,4,0.0
34,23,5,0.0
34,23,6,0.0
34,23,7,0.0
34,23,8,0.0
34,23,9,0.0
34,23,10,0.0
34,24,1,0.0
34,24,2,0.0
34,24,3,0.0
34,24,4,0.0
34,24,5,0.0
34,24,6,0.0
34,24,7,0.0
34,24,8,0.0
34,24,9,0.0
34,24,10,0.0
35,1,1,0.0
35,1,2,0.0
35,1,3,0.0
35,1,4,0.0
35,1,5,0.0
35,1,6,0.0
35,1,7,0.0
35,1,8,0.0
35,1,9,0.0
35,1,10,0.0
35,2,1,0.0
35,2,2,0.0
35,2,3,0.0
35,2,4,0.0
35,2,5,0.0
35,2,6,0.0
35,2,7,0.0
35,2,8,0.0
35,2,9,0.0
35,2,10,0.0
35,3,1,0.0
35,3,2,0.0
35,3,3,0.0
35,3,4,0.0
35,3,5,0.0
35,3,6,0.0
35,3,7,0.0
35,3,8,0.0
35,3,9,0.0
35,3,10,0.0
35,4,1,0.0
35,4,2,0.0
35,4,3,0.0
35,4,4,0.0
35,4,5,0.0
35,4,6,0.0
35,4,7,0.0
35,4,8,0.0
35,4,9,0.0
35,4,10,0.0
35,5,1,0.0
35,5,2,0.0
35,5,3,0.0
35,5,4,0.0
35,5,5,0.0
35,5,6,0.0
35,5,7,0.0
35,5,8,0.0
35,5,9,0.0
35,5,10,0.0
35,6,1,0.0
35,6,2,0.0
35,6,3,0.0
35,6,4,0.0
35,6,5,0.0
35,6,6,0.0
35,6,7,0.0
35,6,8,0.0
35,6,9,0.0
35,6,10,0.0
35,7,1,0.0
35,7,2,0.0
35,7,3,0.0
35,7,4,0.0
35,7,5,0.0
35,7,6,0.0
35,7,7,0.0
35,7,8,0.0
35,7,9,0.0
35,7,10,0.0
35,8,1,0.0
35,8,2,0.0
35,8,3,0.0
35,8,4,0.0
35,8,5,0.0
35,8,6,0.0
35,8,7,0.0
35,8,8,0.0
35,8,9,0.0
35,8,10,0.0
35,9,1,0.0
35,9,2,0.0
35,9,3,0.0
35,9,4,0.0
35,9,5,0.0
35,9,6,0.0
35,9,7,0.0
35,9,8,0.0
35,9,9,0.0
35,9,10,0.0
35,10,1,0.0
35,10,2,0.0
35,10,3,0.0
35,10,4,0.0
35,10,5,0.0
35,10,6,0.0
35,10,7,0.0
35,10,8,0.0
35,10,9,0.0
35,10,10,0.0
35,11,1,0.0
35,11,2,0.0
35,11,3,0.0
35,11,4,0.0
35,11,5,0.0
35,11,6,0.0
35,11,7,0.0
35,11,8,0.0
35,11,9,0.0
35,11,10,0.0
35,12,1,0.0
35,12,2,0.0
35,12,3,0.0
35,12,4,0.0
35,12,5,0.0
35,12,6,0.0
35,12,7,0.0
35,12,8,0.0
35,12,9,0.0
35,12,10,0.0
35,13,1,0.0
35,13,2,0.0
35,13,3,0.0
35,13,4,0.0
35,13,5,0.0
35,13,6,0.0
35,13,7,0.0
35,13,8,0.0
35,13,9,0.0
35,13,10,0.0
35,14,1,0.0
35,14,2,0.0
35,14,3,0.0
35,14,4,0.0
35,14,5,0.0
35,14,6,0.0
35,14,7,0.0
35,14,8,0.0
35,14,9,0.0
35,14,10,0.0
35,15,1,0.0
35,15,2,0.0
35,15,3,0.0
35,15,4,0.0
35,15,5,0.0
35,15,6,0.0
35,15,7,0.0
35,15,8,0.0
35,15,9,0.0
35,15,10,0.0
35,16,1,0.0
35,16,2,0.0
35,16,3,0.0
35,16,4,0.0
35,16,5,0.0
35,16,6,0.0
35,16,7,0.0
35,16,8,0.0
35,16,9,0.0
35,16,10,0.0
35,17,1,0.0
35,17,2,0.0
35,17,3,0.0
35,17,4,0.0
35,17,5,0.0
35,17,6,0.0
35,17,7,0.0
35,17,8,0.0
35,17,9,0.0
35,17,10,0.0
35,18,1,0.0
35,18,2,0.0
35,18,3,0.0
35,18,4,0.0
35,18,5,0.0
35,18,6,0.0
35,18,7,0.0
35,18,8,0.0
35,18,9,0.0
35,18,10,0.0
35,19,1,0.0
35,19,2,0.0
35,19,3,0.0
35,19,4,0.0
35,19,5,0.0
35,19,6,0.0
35,19,7,0.0
35,19,8,0.0
35,19,9,0.0
35,19,10,0.0
35,20,1,0.0
35,20,2,0.0
35,20,3,0.0
35,20,4,0.0
35,20,5,0.0
35,20,6,0.0
35,20,7,0.0
35,20,8,0.0
35,20,9,0.0
35,20,10,0.0
35,21,1,0.0
35,21,2,0.0
35,21,3,0.0
35,21,4,0.0
35,21,5,0.0
35,21,6,0.0
35,21,7,0.0
35,21,8,0.0
35,21,9,0.0
35,21,10,0.0
35,22,1,0.0
35,22,2,0.0
35,22,3,0.0
35,22,4,0.0
35,22,5,0.0
35,22,6,0.0
35,22,7,0.0
35,22,8,0.0
35,22,9,0.0
35,22,10,0.0
35,23,1,0.0
35,23,2,0.0
35,23,3,0.0
35,23,4,0.0
35,23,5,0.0
35,23,6,0.0
35,23,7,0.0
35,23,8,0.0
35,23,9,0.0
35,23,10,0.0
35,24,1,0.0
35,24,2,0.0
35,24,3,0.0
35,24,4,0.0
35,24,5,0.0
35,24,6,0.0
35,24,7,0.0
35,24,8,0.0
35,24,9,0.0
35,24,10,0.0
36,1,1,0.0
36,1,2,0.0
36,1,3,0.0
36,1,4,0.0
36,1,5,0.0
36,1,6,0.0
36,1,7,0.0
36,1,8,0.0
36,1,9,0.0
36,1,10,0.0
36,2,1,0.0
36,2,2,0.0
36,2,3,0.0
36,2,4,0.0
36,2,5,0.0
36,2,6,0.0
36,2,7,0.0
36,2,8,0.0
36,2,9,0.0
36,2,10,0.0
36,3,1,0.0
36,3,2,0.0
36,3,3,0.0
36,3,4,0.0
36,3,5,0.0
36,3,6,0.0
36,3,7,0.0
36,3,8,0.0
36,3,9,0.0
36,3,10,0.0
36,4,1,0.0
36,4,2,0.0
36,4,3,0.0
36,4,4,0.0
36,4,5,0.0
36,4,6,0.0
36,4,7,0.0
36,4,8,0.0
36,4,9,0.0
36,4,10,0.0
36,5,1,0.0
36,5,2,0.0
36,5,3,0.0
36,5,4,0.0
36,5,5,0.0
36,5,6,0.0
36,5,7,0.0
36,5,8,0.0
36,5,9,0.0
36,5,10,0.0
36,6,1,0.0
36,6,2,0.0
36,6,3,0.0
36,6,4,0.0
36,6,5,0.0
36,6,6,0.0
36,6,7,0.0
36,6,8,0.0
36,6,9,0.0
36,6,10,0.0
36,7,1,0.0
36,7,2,0.0
36,7,3,0.0
36,7,4,0.0
36,7,5,0.0
36,7,6,0.0
36,7,7,0.0
36,7,8,0.0
36,7,9,0.0
36,7,10,0.0
36,8,1,0.0
36,8,2,0.0
36,8,3,0.0
36,8,4,0.0
36,8,5,0.0
36,8,6,0.0
36,8,7,0.0
36,8,8,0.0
36,8,9,0.0
36,8,10,0.0
36,9,1,0.0
36,9,2,0.0
36,9,3,0.0
36,9,4,0.0
36,9,5,0.0
36,9,6,0.0
36,9,7,0.0
36,9,8,0.0
36,9,9,0.0
36,9,10,0.0
36,10,1,0.0
36,10,2,0.0
36,10,3,0.0
36,10,4,0.0
36,10,5,0.0
36,10,6,0.0
36,10,7,0.0
36,10,8,0.0
36,10,9,0.0
36,10,10,0.0
36,11,1,0.0
36,11,2,0.0
36,11,3,0.0
36,11,4,0.0
36,11,5,0.0
36,11,6,0.0
36,11,7,0.0
36,11,8,0.0
36,11,9,0.0
36,11,10,0.0
36,12,1,0.0
36,12,2,0.0
36,12,3,0.0
36,12,4,0.0
36,12,5,0.0
36,12,6,0.0
36,12,7,0.0
36,12,8,0.0
36,12,9,0.0
36,12,10,0.0
36,13,1,0.0
36,13,2,0.0
36,13,3,0.0
36,13,4,0.0
36,13,5,0.0
36,13,6,0.0
36,13,7,0.0
36,13,8,0.0
36,13,9,0.0
36,13,10,0.0
36,14,1,0.0
36,14,2,0.0
36,14,3,0.0
36,14,4,0.0
36,14,5,0.0
36,14,6,0.0
36,14,7,0.0
36,14,8,0.0
36,14,9,0.0
36,14,10,0.0
36,15,1,0.0
36,15,2,0.0
36,15,3,0.0
36,15,4,0.0
36,15,5,0.0
36,15,6,0.0
36,15,7,0.0
36,15,8,0.0
36,15,9,0.0
36,15,10,0.0
36,16,1,0.0
36,16,2,0.0
36,16,3,0.0
36,16,4,0.0
36,16,5,0.0
36,16,6,0.0
36,16,7,0.0
36,16,8,0.0
36,16,9,0.0
36,16,10,0.0
36,17,1,0.0
36,17,2,0.0
36,17,3,0.0
36,17,4,0.0
36,17,5,0.0
36,17,6,0.0
36,17,7,0.0
36,17,8,0.0
36,17,9,0.0
36,17,10,0.0
36,18,1,0.0
36,18,2,0.0
36,18,3,0.0
36,18,4,0.0
36,18,5,0.0
36,18,6,0.0
36,18,7,0.0
36,18,8,0.0
36,18,9,0.0
36,18,10,0.0
36,19,1,0.0
36,19,2,0.0
36,19,3,0.0
36,19,4,0.0
36,19,5,0.0
36,19,6,0.0
36,19,7,0.0
36,19,8,0.0
36,19,9,0.0
36,19,10,0.0
36,20,1,0.0
36,20,2,0.0
36,20,3,0.0
36,20,4,0.0
36,20,5,0.0
36,20,6,0.0
36,20,7,0.0
36,20,8,0.0
36,20,9,0.0
36,20,10,0.0
36,21,1,0.0
36,21,2,0.0
36,21,3,0.0
36,21,4,0.0
36,21,5,0.0
36,21,6,0.0
36,21,7,0.0
36,21,8,0.0
36,21,9,0.0
36,21,10,0.0
36,22,1,0.0
36,22,2,0.0
36,22,3,0.0
36,22,4,0.0
36,22,5,0.0
36,22,6,0.0
36,22,7,0.0
36,22,8,0.0
36,22,9,0.0
36,22,10,0.0
36,23,1,0.0
36,23,2,0.0
36,23,3,0.0
36,23,4,0.0
36,23,5,0.0
36,23,6,0.0
36,23,7,0.0
36,23,8,0.0
36,23,9,0.0
36,23,10,0.0
36,24,1,0.0
36,24,2,0.0
36,24,3,0.0
36,24,4,0.0
36,24,5,0.0
36,24,6,0.0
36,24,7,0.0
36,24,8,0.0
36,24,9,0.0
36,24,10,0.0
38,1,1,0.0
38,1,2,0.0
38,1,3,0.0
38,1,4,0.0
38,1,5,0.0
38,1,6,0.0
38,1,7,0.0
38,1,8,0.0
38,1,9,0.0
38,1,10,0.0
38,2,1,0.0
38,2,2,0.0
38,2,3,0.0
38,2,4,0.0
38,2,5,0.0
38,2,6,0.0
38,2,7,0.0
38,2,8,0.0
38,2,9,0.0
38,2,10,0.0
38,3,1,0.0
38,3,2,0.0
38,3,3,0.0
38,3,4,0.0
38,3,5,0.0
38,3,6,0.0
38,3,7,0.0
38,3,8,0.0
38,3,9,0.0
38,3,10,0.0
38,4,1,0.0
38,4,2,0.0
38,4,3,0.0
38,4,4,0.0
38,4,5,0.0
38,4,6,0.0
38,4,7,0.0
38,4,8,0.0
38,4,9,0.0
38,4,10,0.0
38,5,1,0.0
38,5,2,0.0
38,5,3,0.0
38,5,4,0.0
38,5,5,0.0
38,5,6,0.0
38,5,7,0.0
38,5,8,0.0
38,5,9,0.0
38,5,10,0.0
38,6,1,0.0
38,6,2,0.0
38,6,3,0.0
38,6,4,0.0
38,6,5,0.0
38,6,6,0.0
38,6,7,0.0
38,6,8,0.0
38,6,9,0.0
38,6,10,0.0
38,7,1,0.0
38,7,2,0.0
38,7,3,0.0
38,7,4,0.0
38,7,5,0.0
38,7,6,0.0
38,7,7,0.0
38,7,8,0.0
38,7,9,0.0
38,7,10,0.0
38,8,1,0.0
38,8,2,0.0
38,8,3,0.0
38,8,4,0.0
38,8,5,0.0
38,8,6,0.0
38,8,7,0.0
38,8,8,0.0
38,8,9,0.0
38,8,10,0.0
38,9,1,0.0
38,9,2,0.0
38,9,3,0.0
38,9,4,0.0
38,9,5,0.0
38,9,6,0.0
38,9,7,0.0
38,9,8,0.0
38,9,9,0.0
38,9,10,0.0
38,10,1,0.0
38,10,2,0.0
38,10,3,0.0
38,10,4,0.0
38,10,5,0.0
38,10,6,0.0
38,10,7,0.0
38,10,8,0.0
38,10,9,0.0
38,10,10,0.0
38,11,1,0.0
38,11,2,0.0
38,11,3,0.0
38,11,4,0.0
38,11,5,0.0
38,11,6,0.0
38,11,7,0.0
38,11,8,0.0
38,11,9,0.0
38,11,10,0.0
38,12,1,0.0
38,12,2,0.0
38,12,3,0.0
38,12,4,0.0
38,12,5,0.0
38,12,6,0.0
38,12,7,0.0
38,12,8,0.0
38,12,9,0.0
38,12,10,0.0
38,13,1,0.0
38,13,2,0.0
38,13,3,0.0
38,13,4,0.0
38,13,5,0.0
38,13,6,0.0
38,13,7,0.0
38,13,8,0.0
38,13,9,0.0
38,13,10,0.0
38,14,1,0.0
38,14,2,0.0
38,14,3,0.0
38,14,4,0.0
38,14,5,0.0
38,14,6,0.0
38,14,7,0.0
38,14,8,0.0
38,14,9,0.0
38,14,10,0.0
38,15,1,0.0
38,15,2,0.0
38,15,3,0.0
38,15,4,0.0
